task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R2);eb857108e0503c75d5e24d15423dd46f;2;679449927;2;587;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R2);67feedc4dd4978956baf4d658718e10c;3;3826738909;2;5328894;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (K562_R2);f835faac5ab6080e88cba7a0a3466b76;3;679450229;3;190827872;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (1);af9aa769f3647ca0701ec55b29f68f45;3;679450229;3;88840823;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (K562_R2);60db123fc5a0efad4789d39fe554a643;2;88840739;3;33136470;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (K562_R2);c9e50aabb3960caf8b52ea8f7720793c;2;190827785;3;40004407;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1);0e8e44dcc9d8c60320f0cde2202e62c8;2;3606203594;2;1772156005;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R1);222d865cbd047edc5b4c0716870ac68f;1;1772155915;2;1667335539;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R1);1b39b382ba7e8b18229b82915f436746;1;1667335453;2;2248455;4
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R1);67d88100292b2c9c0ed2b1707c6a81f4;2;1669583821;2;591;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_R1);13702963f4290f9ffb04cd783e91844e;2;1669583821;2;631;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (2);dad550538e84ed49a01c5ca0348e50c6;3;1669584123;3;215792514;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (K562_R1);41e22349021828a99e06b0ff6124dffd;3;1669584123;3;446006141;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R1);60cba9e690964d53720dba513a2cbc3a;3;4816872803;2;2733568;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3);07ba9ada9d78f8bef865100f4e173870;2;2726018265;2;1359956880;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R3);8b067f39c991d5d6cd662a9177382710;1;1359956790;2;1261852194;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R3);8695c242476f15487f955a1652f13b05;1;1261852108;2;2088519;4
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (K562_R1);015d319c96baed5f1cce73b96a3b2471;2;215792430;3;71234718;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (A549_R3);6b8b26704dd316f219080452d63dcaf7;2;1263940540;2;591;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (A549_R3);c07d2f5865450a94720243731faa9aac;3;1263940842;3;279215159;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (A549_R3);81d5da99da2cf63ac3cfd7924dc06e80;3;4411229522;2;24964909;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R3);7740730d20402525c270571c37e2e78a;2;1263940540;2;627;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (3);6022fd9e31c95bedb0c40160dca8631b;3;1263940842;3;169403154;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (A549_R3);cf124b600e8cf53284091cc4b5e90605;2;169403070;3;57245019;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (K562_R1);3377f4e27b285238e3c6bf9a0089befd;2;446006054;3;82700214;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (A549_R3);ccf0d1071a619e9b45e4a3e6a522ffb4;2;279215072;3;52619874;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R1);5f9a7366a07a953c87d78fc716b0d1f8;2;5951400748;2;2929853326;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R1);725718ff92c773f493fa62e14fcb47fa;1;2929853236;2;2714955496;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R1);8c2f04e9ce2a7a0baab53053b5778430;1;2714955410;2;2338823;5
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (A549_R1);62f00d1ab701d12155852fad402b7b70;2;2717294146;2;592;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R1);b4d99e464661c081812736b976ce5a36;2;2717294146;2;641;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (4);901638aa9cb7796e20d0e32819ccbb31;3;2717294448;3;431154329;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (A549_R1);8be23a39cfa44fe1e1ff5323db58cdfb;3;2717294448;3;343305482;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (A549_R1);a55a4ade155816870f69fc7a5814e7f9;3;5864583128;2;3752995;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (A549_R1);e7d9c127827957a63a0faabb1ef15f3b;2;431154245;3;132265319;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (A549_R1);91c9e88693b5bd8a0135593cae37f008;2;343305395;3;63869516;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R3);0954bd9c2f090b0eb9bf3bf876cbb5c3;2;5933393311;2;2953687327;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R3);c628dac3011878d561f4af581ed15220;1;2953687237;2;2768645116;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R3);b4b0067beca3cb426a83b80a8035996b;1;2768645030;2;2735767;5
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_R3);79654869581328e5a2768193e6256b91;2;2771380710;2;638;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R3);2f8e25632cd554d7592cfe1ec48a8cd9;3;5918669692;2;6528373;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R3);5b891e1e37414f3e8b5b472f7ea6f56e;2;2771380710;2;593;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (K562_R3);893872f781274295c05c1bdc00a51b2a;3;2771381012;3;523657962;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (5);6ee836d9d5bd02c26734460266849a1c;3;2771381012;3;350971286;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (K562_R3);e5a52c07f9264268d808ab17813613d7;2;350971202;3;116030438;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (K562_R3);be5733903a67efa708cf0e3deb1b68e2;2;523657875;3;99607437;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R2);a6169ab61f9da660396042e7f604c99a;2;6001669733;2;2961269274;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R2);ceb320108e0c9c5b9159bf293fb984ef;1;2961269184;2;2773439761;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R2);5ed0bf78f253f171c62163c3cdc20e38;1;2773439675;2;2622103;5
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R2);00688dfd98f45b548ec4868b6d741a72;2;2776061691;2;632;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (A549_R2);dea622a3718d19705b52abfa8cfb2adb;3;5923350673;2;38356652;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (A549_R2);4c44a0ed36e9c2b1397aa73fde5a767f;2;2776061691;2;592;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (A549_R2);1cc13536ee61e3b302b05ab8adf59132;3;2776061993;3;477129680;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (6);edb05b528d45c756ebf9fc699be8a3dc;3;2776061993;3;276958686;1
NFCORE_NANOSEQ:NANOSEQ:BAMBU (1);f04b67acab9c24cc4ab8986b0e134267;8;15927027537;4;336016313;2
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (A549_R2);8a94708a114a144f40129e06861c7cf7;2;276958602;3;91478075;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (A549_R2);71db3f7b1b94a760e92203508d00411c;2;477129593;3;85896429;0
NFCORE_NANOSEQ:NANOSEQ:DIFFERENTIAL_DESEQ2_DEXSEQ:DEXSEQ (1);f0cd258c2ccc20851dc012f5ac0e0e33;1;25160403;2;238998;0
NFCORE_NANOSEQ:NANOSEQ:DIFFERENTIAL_DESEQ2_DEXSEQ:DESEQ2 (1);ee737d8d479a0db747192edade143db8;1;20773796;2;28630795;0
NFCORE_NANOSEQ:NANOSEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1);2a0411035c1e719a8b390802c184aab0;1;942;3;3973;1
NFCORE_NANOSEQ:NANOSEQ:MULTIQC (1);f754a9ce1a85443db39b8a99e23bca1e;22;82365597;4;1983006;0
